ID,Années,Mois,Jours,Start Date,End Date,Duration (Days),Pays,Région,Cercle,Commune,Quartier/Villages,#Ménages touchés,#Personnes affectées,#Ménages sinistrées,#Personnes sinistrées,#Personnes blessées,Personnes déplacées,#Personnes décedées,Sum personnes affectées,#Maisons endommagées,#Maisons detruites,#Ecole endommagées,#Ecole occupées,#Points d'eau endommagés,#Latrines détruites,# Magasins effondres,Vivres (T),Superficie Cultures (ha),Betails,Volailles,Sum maisons et services affectées,Hauteur pluie (mm),Autres dégâts,Alimentaires,Abris,Kits WASH,NFI,Autres réponses,Sum réponse,Organisations ayant apporté d'assistance,Besoins Non couverts,Column1,Source,Document initial,Tab document initial,Event Duration,Unnamed: 0,region (adm1),cercle (adm2),commune (adm3),year,month,date,source2,damage_livelihood,damage_general_local_curreny,people_affected,people_dead,houses_affected
,,,,07/08/2019,07/08/2019,,,KOULIKORO,SANDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,906,KOULIKORO,SANDIA,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,KOULIKORO,TOUBAKORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,907,KOULIKORO,TOUBAKORO,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,KOULIKORO,KÉNÈKOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,908,KOULIKORO,KÉNÈKOUN,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
,,,,07/08/2019,07/08/2019,,,KOULIKORO,KOLOKANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,909,KOULIKORO,KOLOKANI,,2019,8,07/08/2019,DREF2018,0,0,0,0,6
,,,,07/08/2019,07/08/2019,,,KAYES,KAYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,910,KAYES,KAYES,,2019,8,07/08/2019,DREF2018,0,0,0,0,13
,,,,07/08/2019,07/08/2019,,,TOMBOUCTOU,DIRÉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,911,TOMBOUCTOU,DIRÉ,,2019,8,07/08/2019,DREF2018,0,0,0,0,400
,,,,07/08/2019,07/08/2019,,,GAO,ANSONGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,912,GAO,ANSONGO,,2019,8,07/08/2019,DREF2018,0,0,0,0,0
95,2019,Juillet et Septembre,23 Juillet et 12 Septembre,23/07/2019,06/08/2019,51,Mali,KIDAL,,,,,6474,,,,,,6474,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,,,14,,,,,,,,,,,,,
95,2019,Juillet et Septembre,23 Juillet et 12 Septembre,23/07/2019,06/08/2019,51,Mali,KOULIKORO,,,,,6474,,,,,,6474,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,,,14,,,,,,,,,,,,,
95,2019,Juillet et Septembre,23 Juillet et 12 Septembre,23/07/2019,06/08/2019,51,Mali,TOMBOUCTOU,,,,,6474,,,,,,6474,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,,,14,,,,,,,,,,,,,
95,2019,Juillet et Septembre,23 Juillet et 12 Septembre,23/07/2019,06/08/2019,51,Mali,MÉNAKA,,,,,6474,,,,,,6474,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,,,14,,,,,,,,,,,,,
95,2019,Juillet et Septembre,23 Juillet et 12 Septembre,23/07/2019,06/08/2019,51,Mali,MOPTI,,,,,6474,,,,,,6474,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,,,14,,,,,,,,,,,,,
95,2019,Juillet et Septembre,23 Juillet et 12 Septembre,23/07/2019,06/08/2019,51,Mali,MOPTI ET MÉNAKA,,,,,6474,,,,,,6474,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,,,14,,,,,,,,,,,,,
93,2019,5,16,16/05/2019,17/05/2019,1,Mali,BAMAKO,BAMAKO,,,,,,,2,,16,18,,,,,,,,,,,,0,,,,,,,,0,,,,CatNat,,,1,,,,,,,,,,,,,
,,,,12/10/2018,12/10/2018,,,,,KOUORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,882,,,KOUORO,2018,10,12/10/2018,text mining,0,0,0,0,260
,,,,05/10/2018,05/10/2018,,,,,KOUORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,881,,,KOUORO,2018,10,05/10/2018,text mining,0,0,0,0,0
,,,,19/09/2018,19/09/2018,,,BAMAKO,BAMAKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,871,BAMAKO,BAMAKO,,2018,9,19/09/2018,text mining,0,0,32748,0,0
,,,,19/09/2018,19/09/2018,,,KAYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,872,KAYES,,,2018,9,19/09/2018,text mining,0,0,9744,0,0
,,,,19/09/2018,19/09/2018,,,KOULIKORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,873,KOULIKORO,,,2018,9,19/09/2018,text mining,0,0,13774,0,0
,,,,19/09/2018,19/09/2018,,,KIDAL,KIDAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,874,KIDAL,KIDAL,,2018,9,19/09/2018,text mining,0,0,2516,0,0
,,,,19/09/2018,19/09/2018,,,GAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,875,GAO,,,2018,9,19/09/2018,text mining,0,0,1976,0,0
,,,,19/09/2018,19/09/2018,,,SIKASSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,876,SIKASSO,,,2018,9,19/09/2018,text mining,0,0,7469,0,0
,,,,19/09/2018,19/09/2018,,,SÉGOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,877,SÉGOU,,,2018,9,19/09/2018,text mining,0,0,29469,0,0
,,,,19/09/2018,19/09/2018,,,MOPTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,878,MOPTI,,,2018,9,19/09/2018,text mining,0,0,2254,0,0
,,,,19/09/2018,19/09/2018,,,TOMBOUCTOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,879,TOMBOUCTOU,,,2018,9,19/09/2018,text mining,0,0,26138,0,0
,,,,19/09/2018,19/09/2018,,,,MÉNAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,880,,MÉNAKA,,2018,9,19/09/2018,text mining,0,0,2516,0,0
,,,,18/09/2018,18/09/2018,,,,,FALLOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,870,,,FALLOU,2018,9,18/09/2018,text mining,0,0,835,0,0
,,,,31/08/2018,31/08/2018,,,GAO,GAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,869,GAO,GAO,,2018,8,31/08/2018,text mining,0,0,0,0,0
,,,,18/08/2018,18/08/2018,,,,DIRÉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,868,,DIRÉ,,2018,8,18/08/2018,text mining,0,0,0,0,0
99,2018,8,7 Aout et 19 Aout,07/08/2018,19/08/2018,12,Mali,KAYES,,,"Kayes ville, Goumera, Kita ville, Kolokani ville, Kenekoun, Toubakoro, Sandia, Sikasso ville, Biramabougou, Koutiala, Koury, Sona, Zegoua, Tombouctou, Diré, Niafunké, Gao, Bourem Ansongo, Aguelhok, Tessalit, Intachdayte, Essouk",,13150,,,,,13,13163,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,,,12,,,,,,,,,,,,,
99,2018,8,7 Aout et 19 Aout,07/08/2018,19/08/2018,12,Mali,KOULIKORO,,,"Kayes ville, Goumera, Kita ville, Kolokani ville, Kenekoun, Toubakoro, Sandia, Sikasso ville, Biramabougou, Koutiala, Koury, Sona, Zegoua, Tombouctou, Diré, Niafunké, Gao, Bourem Ansongo, Aguelhok, Tessalit, Intachdayte, Essouk",,13150,,,,,13,13163,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,,,12,,,,,,,,,,,,,
99,2018,8,7 Aout et 19 Aout,07/08/2018,19/08/2018,12,Mali,SIKASSO,,,"Kayes ville, Goumera, Kita ville, Kolokani ville, Kenekoun, Toubakoro, Sandia, Sikasso ville, Biramabougou, Koutiala, Koury, Sona, Zegoua, Tombouctou, Diré, Niafunké, Gao, Bourem Ansongo, Aguelhok, Tessalit, Intachdayte, Essouk",,13150,,,,,13,13163,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,,,12,,,,,,,,,,,,,
99,2018,8,7 Aout et 19 Aout,07/08/2018,19/08/2018,12,Mali,TOMBOUCTOU,,,"Kayes ville, Goumera, Kita ville, Kolokani ville, Kenekoun, Toubakoro, Sandia, Sikasso ville, Biramabougou, Koutiala, Koury, Sona, Zegoua, Tombouctou, Diré, Niafunké, Gao, Bourem Ansongo, Aguelhok, Tessalit, Intachdayte, Essouk",,13150,,,,,13,13163,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,,,12,,,,,,,,,,,,,
99,2018,8,7 Aout et 19 Aout,07/08/2018,19/08/2018,12,Mali,GAO ET KIDAL,,,"Kayes ville, Goumera, Kita ville, Kolokani ville, Kenekoun, Toubakoro, Sandia, Sikasso ville, Biramabougou, Koutiala, Koury, Sona, Zegoua, Tombouctou, Diré, Niafunké, Gao, Bourem Ansongo, Aguelhok, Tessalit, Intachdayte, Essouk",,13150,,,,,13,13163,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,,,12,,,,,,,,,,,,,
,,,,30/11/2017,30/11/2017,,,SIKASSO,SIKASSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,860,SIKASSO,SIKASSO,,2017,11,30/11/2017,text mining,0,0,0,5,0
,,,,30/11/2017,30/11/2017,,,BAMAKO,BAMAKO,BAMAKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,861,BAMAKO,BAMAKO,,2017,11,30/11/2017,text mining,0,0,0,4,0
,,,,30/11/2017,30/11/2017,,,GAO,GAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,862,GAO,GAO,,2017,11,30/11/2017,text mining,0,0,4568,6,729
,,,,30/11/2017,30/11/2017,,,SÉGOU,SÉGOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,SÉGOU,SÉGOU,,2017,11,30/11/2017,text mining,0,0,0,1,0
,,,,30/11/2017,30/11/2017,,,KOULIKORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,866,KOULIKORO,,,2017,11,30/11/2017,text mining,0,0,0,3,0
127,2017,11,8,08/11/2017,09/11/2017,1,Mali,SEGOU,BLA,DIARAMANA,Farakala,14,,,,0,,0,0,42,,,,3,3,42,,,,,90,110,"4 greniers,2 murs de cloture et 1 cuisine",,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
128,2017,11,8,08/11/2017,09/11/2017,1,Mali,SEGOU,BLA,SOMASSO,N'Petiona,20,,,,0,,0,0,66,,,,,,,,,,,66,117,"16 murs de cloture, 3 cuisines",,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
126,2017,11,2,02/11/2017,03/11/2017,1,Mali,SIKASSO,SIKASSO,DOGONI,Nagna,,,,,0,,0,0,33,,,,,,,,,,,,55,4 greniers,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
,,,,02/11/2017,02/11/2017,,,SIKASSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,856,SIKASSO,,,2017,11,02/11/2017,Statistique inondation mspc 2017,0,0,0,0,33
146,2017,10,7,07/10/2017,08/10/2017,1,Mali,BAMAKO,BAMAKO,BAMAKO,Bamako,12,,,,,,,0,,,,,,,,,,,,0,,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
138,2017,9,8,08/09/2017,09/09/2017,1,Mali,MOPTI,MOPTI,SÉVARÉ,Sévaré secteur III,,,,5,1,,1,7,1,,,,,,,,,,,1,54.6,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
139,2017,9,8,08/09/2017,09/09/2017,1,Mali,MOPTI,MOPTI,FATOMA,,,,,115,0,,0,115,13,,,,,9,,,,16,,38,54.6,11 greniers,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,08/09/2017,08/09/2017,,,MOPTI,MOPTI,SÉVARÉ SECTEUR III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,854,MOPTI,MOPTI,SÉVARÉ SECTEUR III,2017,9,08/09/2017,Statistique inondation mspc 2017,0,0,5,1,1
134,2017,8,27,27/08/2017,28/08/2017,1,Mali,SEGOU,TOMINIAN,MADIAKUY,Kominalo,,,,,0,,0,0,26,,,,,,26,,,,,,25,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
,,,,24/08/2017,24/08/2017,,,BAMAKO,BAMAKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,847,BAMAKO,BAMAKO,,2017,8,24/08/2017,text mining,0,0,0,0,0
,,,,24/08/2017,24/08/2017,,,BLA ,BLA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,848,BLA ,BLA ,,2017,8,24/08/2017,text mining,0,0,155,0,41
,,,,24/08/2017,24/08/2017,,,,,SOMASSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,849,,,SOMASSO,2017,8,24/08/2017,text mining,0,0,77,0,20
,,,,24/08/2017,24/08/2017,,,,,KONOBOUGOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,850,,,KONOBOUGOU,2017,8,24/08/2017,text mining,0,0,800,3,763
149,2017,Aout et Septembre,23,23/08/2017,06/09/2017,31,Mali,SEGOU,,,,,11000,,,,,,11000,1200,,,,,,,,,26000,,27200,,,,,,,,0,,,,Relief,Mali inondation(365),"National, Région, Cercle, Village",14,,,,,,,,,,,,,
115,2017,8,21,21/08/2017,22/08/2017,1,Mali,KAYES,YELIMANE,KREMISS,Kremiss,18,,,400,,,,400,,,,,,,,,,,,0,,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
116,2017,8,21,21/08/2017,22/08/2017,1,Mali,KAYES,YELIMANE,LOGO,Kakoulou,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
136,2017,8,21,21/08/2017,22/08/2017,1,Mali,SEGOU,SEGOU,SAMA FOULALA,Diado-Wéré,15,,,,4,,0,4,9,,,,,,,,,,,9,75,8 toles,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
,,,,21/08/2017,21/08/2017,,,KAYES,YÉLIMANÉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,845,KAYES,YÉLIMANÉ,,2017,8,21/08/2017,Statistique inondation mspc 2017,0,0,200,0,0
,,,,15/08/2017,15/08/2017,,,,,KONOBOUGOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,844,,,KONOBOUGOU,2017,8,15/08/2017,text mining,0,0,3010,5,173
122,2017,8,14,14/08/2017,15/08/2017,1,Mali,KOULIKORO,DIOILA,MARKACOUNGO,Gouana,,,,52,,,,52,,,1,,1,,,,,1,60,63,62,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
,,,,12/08/2017,12/08/2017,,,SÉGOU,SÉGOU, KONOBOUGOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,842,SÉGOU,SÉGOU, KONOBOUGOU,2017,8,12/08/2017,Statistique inondation mspc 2017,0,0,1958,3,763
131,2017,8,11au12,11/08/2017,12/08/2017,1,Mali,SEGOU,SEGOU,KONOBOUGOU,"Konobougou, Gnoukoula et Dioni-Pissa",,,,1958,2,,3,1963,763,,,,137,153,101,18.5,1,9,142,1324.5,127,151 cuisines,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
,,,,11/08/2017,11/08/2017,,,,,SOMASSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,841,,,SOMASSO,2017,8,11/08/2017,text mining,0,0,0,0,0
129,2017,8,9,09/08/2017,10/08/2017,1,Mali,SEGOU,SEGOU,PLENGANA,Dougadougou,,,,,0,,0,0,10,,,,10,6,,,,6,2,,62.5,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
,,,,09/08/2017,09/08/2017,,,SÉGOU,SÉGOU, PLENGANA NORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,839,SÉGOU,SÉGOU, PLENGANA NORD,2017,8,09/08/2017,Statistique inondation mspc 2017,0,0,0,0,11
135,2017,8,8,08/08/2017,09/08/2017,1,Mali,SEGOU,NIONO,POGO,Tinzana,,,,162,0,,0,162,291,,1,,,,17,1.5,,,,310.5,70,6 greniers,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
123,2017,7,24,24/07/2017,25/07/2017,1,Mali,SIKASSO,SIKASSO,NIENA,Tiola Niena,,,,,0,,0,0,35,,,,,,,13.25,,2,20,,233,25 sacs d'angrais,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
125,2017,7,24,24/07/2017,25/07/2017,1,Mali,SIKASSO,BOUGOUNI,TIENFALA,Tienfala,,,,,0,,0,0,25,,,,,,,,1,,,,221,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
,,,,24/07/2017,24/07/2017,,,SIKASSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,835,SIKASSO,,,2017,7,24/07/2017,Statistique inondation mspc 2017,0,0,0,0,0
148,2017,Juillet et Septembre,23,23/07/2017,06/08/2017,62,Mali,SEGOU,,,,,,,,,,3,3,,,,,,,,,,,,0,,,,,,,,0,,,,EMDAT,,,14,,,,,,,,,,,,,
,,,,21/07/2017,21/07/2017,,,SÉGOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,834,SÉGOU,,,2017,7,21/07/2017,Statistique inondation mspc 2017,0,0,0,0,0
137,2017,7,20,20/07/2017,21/07/2017,1,Mali,MOPTI,KORO,DINANGOUROU,Douari,,,,,0,,0,0,82,,,,,,,7.06,,72,,,110,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
,,,,18/07/2017,18/07/2017,,,BAMAKO,BAMAKO,BAMAKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,832,BAMAKO,BAMAKO,BAMAKO,2017,7,18/07/2017,text mining,0,0,24972,41,613
,,,,08/07/2017,08/07/2017,,,,,FALLOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,831,,,FALLOU,2017,7,08/07/2017,text mining,0,0,0,0,25
118,2017,7,7,07/07/2017,08/07/2017,1,Mali,KOULIKORO,NARA,FALOU,Falou,20,,140,,0,,0,0,,,,,5,,37,,,122,,164,92,20 champs inondés,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
112,2017,6,22,22/06/2017,23/06/2017,1,Mali,KAYES,YELIMANE,KEMENÉ TAMBO,Kemené Tambo,16,,,314,0,,0,314,,16,,,,5,16,,,5,5,47,160,"Route nationale 1, rail et pont et routes",,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
113,2017,6,22,22/06/2017,23/06/2017,1,Mali,KAYES,KAYES,KOUSSANE,Moussala,21,,,276,0,,0,276,,26,,,,7,26,0.5,,18,18,95.5,,1 cloture; 1 four; 2 hangards,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
,,,,22/06/2017,22/06/2017,,,KAYES,YÉLIMANÉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,825,KAYES,YÉLIMANÉ,,2017,6,22/06/2017,Statistique inondation mspc 2017,0,0,314,0,16
,,,,22/06/2017,22/06/2017,,,,,NIAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,827,,,NIAMBIA,2017,6,22/06/2017,text mining,0,0,0,0,0
140,2017,6,20,20/06/2017,21/06/2017,1,Mali,TOMBOUCTOU,,,Er-Intedjefti-I,,,,,0,,0,0,,,,,,,,,,756,,,,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
142,2017,6,20,20/06/2017,21/06/2017,1,Mali,TOMBOUCTOU,DOUENTZA,HOMBORI,Hombori,,,,,,,,0,,,,,,,,,,124,,,,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
111,2017,6,18,18/06/2017,19/06/2017,1,Mali,KAYES,NIORO,GUOGUI,Guogui,,,,,0,,0,0,,7,,,,,7,1.4,,60,60,,122,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
144,2017,6,17,17/06/2017,18/06/2017,1,Mali,TOMBOUCTOU,NIANFUNKÉ,,Doulabougou,18,,,123,3,,0,126,30,,,,,,,1.3,,,,31.3,57,3Murs,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
145,2017,6,17,17/06/2017,18/06/2017,1,Mali,TOMBOUCTOU,,,Echelle,150,,,,0,,0,0,80,,,,,,,,,,,80,80,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
133,2017,5,27,27/05/2017,28/05/2017,1,Mali,SEGOU,SAN,BLA,Bla,11,,,19,0,,0,19,5,,,,5,3,,,,,,13,107,,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
117,2017,5,14,14/05/2017,15/05/2017,1,Mali,KOULIKORO,DIOLA,ZAN COULIBALY,Zantiguila,12,,,157,0,,0,157,27,,,,,,,0.2,,2,16,45.2,,"Des puit, 20 sacs                                                                                                                                            de ciment",,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
,,,,14/05/2017,14/05/2017,,,KOULIKORO,DIOILA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,816,KOULIKORO,DIOILA,,2017,5,14/05/2017,Statistique inondation mspc 2017,0,0,157,0,27
120,2017,3,9,09/03/2017,10/03/2017,1,Mali,KOULIKORO,NARA,NIAMANA,Gallo,4,,,,0,,0,0,4,,,,3,,4,,,1,,12,170,Des toilettes,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
132,2017,1,9,09/01/2017,10/01/2017,1,Mali,SEGOU,SEGOU,KONODIMINI,Ouentebougou,10,,,117,0,,0,117,43,,,,,,,16,,,,59,,4 greniers,,,,,,0,,,,DRPC,Impacts passés (1),2017 cercle village,1,,,,,,,,,,,,,
102,2017,,,01/01/2017,15/01/2017,364,Mali,KAYES,,,,55,,,990,0,,0,990,,129,,,,,129,1.9,,83,83,,,,,,,,,0,,,,DGPC,Impacts passés (1),2017 regions,14,,,,,,,,,,,,,
103,2017,,,01/01/2017,15/01/2017,364,Mali,KOULIKORO,,,,65,,,349,0,,1,350,,89,,,,,89,0.2,,211,211,,,,,,,,,0,,,,DGPC,Impacts passés (1),2017 regions,14,,,,,,,,,,,,,
104,2017,,,01/01/2017,15/01/2017,364,Mali,SIKASSO,,,,11,,,0,0,,0,0,,122,,,,,122,20,,100,100,,,,,,,,,0,,,,DGPC,Impacts passés (1),2017 regions,14,,,,,,,,,,,,,
105,2017,,,01/01/2017,15/01/2017,364,Mali,SEGOU,,,,341,,,2278,6,,3,2287,,1469,,,,,1469,37.9,,173,173,,,,,,,,,0,,,,DGPC,Impacts passés (1),2017 regions,14,,,,,,,,,,,,,
106,2017,,,01/01/2017,15/01/2017,364,Mali,MOPTI,,,,26,,,185,1,,6,192,,114,,,,,114,4,,88,88,,,,,,,,,0,,,,DGPC,Impacts passés (1),2017 regions,14,,,,,,,,,,,,,
107,2017,,,01/01/2017,15/01/2017,364,Mali,TOMBOUCTOU,,,,324,,,338,3,,1,342,,168,,,,,168,8.6,,3986,3986,,,,,,,,,0,,,,DGPC,Impacts passés (1),2017 regions,14,,,,,,,,,,,,,
108,2017,,,01/01/2017,15/01/2017,364,Mali,GAO,,,,267,,,0,0,,0,0,,13,,,,,13,30,,0,0,,,,,,,,,0,,,,DGPC,Impacts passés (1),2017 regions,14,,,,,,,,,,,,,
109,2017,,,01/01/2017,15/01/2017,364,Mali,KIDAL,,,,60,,,0,0,,0,0,,53,,,,,53,0,,62,62,,,,,,,,,0,,,,DGPC,Impacts passés (1),2017 regions,14,,,,,,,,,,,,,
110,2017,,,01/01/2017,15/01/2017,364,Mali,BAMAKO,,,,47,,,0,0,,0,0,,0,,,,,0,0,,0,0,,,,,,,,,0,,,,DGPC,Impacts passés (1),2017 regions,14,,,,,,,,,,,,,
,,,,12/11/2016,12/11/2016,,,MOPTI,MOPTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,812,MOPTI,MOPTI,,2016,11,12/11/2016,text mining,0,0,0,0,0
,,,,10/08/2016,10/08/2016,,,,,KONNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,810,,,KONNA,2016,8,10/08/2016,text mining,0,0,300,0,0
,,,,04/08/2016,04/08/2016,,,KOULIKORO,KOULIKORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,788,KOULIKORO,KOULIKORO,,2016,7,04/08/2016,text mining,0,0,914,10,243
,,,,04/08/2016,04/08/2016,,,BAMAKO,BAMAKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,790,BAMAKO,BAMAKO,,2016,7,04/08/2016,text mining,0,0,6268,9,729
,,,,02/08/2016,02/08/2016,,,SIKASSO,SIKASSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,784,SIKASSO,SIKASSO,,2016,7,02/08/2016,text mining,0,0,4682,4,582
,,,,02/08/2016,02/08/2016,,,GAO,GAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,789,GAO,GAO,,2016,7,02/08/2016,text mining,0,0,8986,5,972
,,,,02/08/2016,02/08/2016,,,KOULIKORO,KOULIKORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,804,KOULIKORO,KOULIKORO,,2016,8,02/08/2016,text mining,0,0,12,0,0
,,,,01/08/2016,01/08/2016,,,BAMAKO,BAMAKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,BAMAKO,BAMAKO,,2016,7,01/08/2016,text mining,0,0,11183,13,972
,,,,01/08/2016,01/08/2016,,,TOMBOUCTOU,TOMBOUCTOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,785,TOMBOUCTOU,TOMBOUCTOU,,2016,7,01/08/2016,text mining,0,0,1145,0,0
